股票代码,股票名称,当前价,涨跌幅,年初至今,换手率,市盈率(TTM),股息率,市值,关注者
SH603618,杭电股份,5.51,-0.36,1.93,0.33,32.44,1.815,3807620063,15178
SH603025,大豪科技,8.37,-0.36,-9.03,0.45,48.379,2.629,7751471321,19413
SZ000715,中兴商业,5.55,-0.36,-7.64,0.26,41.842,1.441,2307240117,18415
SH603619,中曼石油,11.05,-0.36,-20.73,1.61,None,0,4420001105,11088
SZ002753,永东股份,8.1,-0.37,3.93,0.54,44.381,0.494,3041051558,9578
SZ000931,中关村,8.08,-0.37,-17.64,0.37,139.17,0,6085266015,40676
SH601118,海南橡胶,5.37,-0.37,9.22,0.65,None,0.065,22980527270,87098
SH600615,丰华股份,8.18,-0.37,-28.5,1.03,46.439,0,1538007755,8748
SZ000538,云南白药,101.82,-0.37,17.74,0.73,29.625,2.946,130065205737,339155
SH600033,福建高速,2.68,-0.37,-11.12,0.08,18.815,1.866,7354992000,29837
SH688090,瑞松科技,53.36,-0.37,94.24,1.73,50.142,None,3594360976,1195
SZ002307,北新路桥,5.37,-0.37,-8.98,0.69,105.254,0,5663513745,55327
SZ300114,中航电测,16.07,-0.37,41.69,1.52,41.066,0.308,9493521219,17185
SZ000776,广发证券,16.05,-0.37,8.14,0.71,13.367,2.181,122318457007,211269
SH603388,元成股份,7.89,-0.38,-2.71,1.66,19.007,0,2249770853,3486
SZ002905,金逸影视,10.55,-0.38,-10.38,0.7,None,0.339,3970176000,12921
SH600259,广晟有色,29.18,-0.38,-16.08,0.46,6624.051,0,8806590851,61932
SZ002186,全聚德,10.51,-0.38,2.5,0.34,None,0.571,3241956167,32560
SZ000422,ST宜化,2.65,-0.38,-8.62,0.25,None,0,2379346787,12718
SZ000908,景峰医药,5.24,-0.38,38.26,1.88,None,0,4610017599,21175
SH600873,梅花生物,5.29,-0.38,25.71,0.45,17.076,4.915,16399115576,49680
SZ000627,天茂集团,5.28,-0.38,-23.6,0.24,16.843,1.894,26086521991,23163
SH600272,开开实业,7.89,-0.38,4.03,0.62,132.823,0.355,1917270000,16649
SH600396,金山股份,2.61,-0.38,40.32,0.35,22.697,0,3843764792,12081
SZ002669,康达新材,18.12,-0.38,37.4,1.89,25.32,0.442,4575171729,16270
SZ002751,易尚展示,23.2,-0.39,-7.59,1.72,94.18,0.216,3585574222,49197
SH600429,三元股份,5.08,-0.39,-6.36,0.13,None,0.531,7607591724,17471
SH603290,斯达半导,172.2,-0.39,1253.9,5.24,181.783,0.148,27552000000,30496
SH603676,卫信康,10.3,-0.39,-2.5,0.18,91.64,0.437,4356900000,8059
SH603421,鼎信通讯,10.21,-0.39,-16.9,0.18,51.793,0.728,6704844627,6063
SH600215,*ST经开,5.06,-0.39,-22.16,0.23,69.137,0.988,2353066373,11831
SH603016,新宏泰,22.84,-0.39,38.27,0.28,57.935,2.364,3383974400,6401
SZ002495,佳隆股份,2.55,-0.39,-11.46,0.51,None,0,2385845280,11360
SZ002523,天桥起重,2.55,-0.39,-15.91,0.24,53.765,1.176,3612434040,9446
SZ000002,万科A,27.88,-0.39,-10.17,0.6,8.192,3.646,323902373764,791525
SZ300084,海默科技,5.12,-0.39,14.47,4.52,None,0.293,1970000579,11991
SH600897,厦门空港,17.77,-0.39,-18.1,0.17,19.429,2.943,5292083700,21165
SZ300250,初灵信息,14.8,-0.4,16.08,3.77,105.927,0,3255850550,16941
SZ002212,南洋股份,22.56,-0.4,18.67,0.53,96.387,0,26292060846,14621
SH600462,*ST九有,2.52,-0.4,53.66,0.36,None,0,1471302000,10253
SZ200058,深赛格B,2.49,-0.4,-2.43,0.02,48.9,1.317,3076784060,903
SZ002217,合力泰,4.93,-0.4,-10.66,0.6,23.075,0.71,15363931965,31061
SH603356,华菱精工,12.53,-0.4,-1.04,1.11,25.659,1.516,1670750200,4525
SZ200541,粤照明B,2.5,-0.4,-0.99,0.01,10.581,8.102,3498365385,1252
SH600736,苏州高新,4.99,-0.4,-13.63,0.26,31.67,1.042,5744951606,33048
SH688595,芯海科技,62.72,-0.4,174.85,12.45,82.381,None,6272000000,1580
SH603585,苏利股份,17.48,-0.4,-14.06,0.17,14.414,3.432,3146400000,8289
SZ000767,漳泽电力,2.48,-0.4,2.06,0.18,41.022,0,7630816703,37710
SZ000682,东方电子,4.86,-0.41,-2.84,0.45,25.053,0.782,6515933254,17466
SH603617,君禾股份,12.1,-0.41,16.58,1.52,28.93,0.945,2414027924,3085
SZ300536,农尚环境,12.22,-0.41,65.09,0.83,132.678,0.295,3583980985,5640
SZ002302,西部建设,9.63,-0.41,-13.98,0.59,17.389,0.883,12156471948,49572
SH688095,福昕软件,270,-0.41,13.19,5.57,108.64,None,12997800000,2484
SZ002951,金时科技,14.45,-0.41,-15,0.82,29.868,1.73,5852250000,3376
SH603895,天永智能,19.2,-0.41,-16.96,2.43,None,0,2075136000,5354
SH603863,松炀资源,12.17,-0.41,-25.25,1.34,31.872,0.822,2505729980,2876
SH600710,苏美达,4.91,-0.41,-9.51,0.31,14.085,2.077,6416139721,18687
SH601111,中国国航,7.27,-0.41,-24.52,0.36,None,0.611,105595406395,90689
SZ002888,惠威科技,19.47,-0.41,-9.52,1.15,89.878,1.027,2427449508,8141
SH900915,中路B股,0.488,-0.41,-22.17,0.12,None,0,156866580,999
SZ000923,河钢资源,12.17,-0.41,-17.04,0.36,13.729,0.822,7943711455,26470
SZ300003,乐普医疗,31.42,-0.41,-4.48,0.74,33.153,0.628,56699938696,115132
SZ000848,承德露露,7.18,-0.42,3.35,0.38,19.044,2.532,7728688420,60772
SH600149,ST坊展,4.76,-0.42,-11.03,0.34,890.776,0,1809561600,77582
SZ002474,榕基软件,7.17,-0.42,-16.14,0.75,107.42,0,4461174000,23211
SZ000419,通程控股,4.7,-0.42,2.84,0.26,13.004,0,2554838479,10019
SZ002574,明牌珠宝,4.74,-0.42,-6.66,0.3,None,0.633,2502720000,22526
SH600177,雅戈尔,7.08,-0.42,4.9,0.26,6.797,2.825,32773341049,113774
SH601577,长沙银行,9.59,-0.42,9.64,2.13,6.213,3.337,32812700501,9894
SH603286,日盈电子,16.78,-0.42,8.04,1.05,61.386,0.364,1477915280,3592
SH603023,威帝股份,4.69,-0.42,17.84,0.4,145.024,1.72,2636154295,9567
SZ000659,珠海中富,2.34,-0.43,-13.97,0.32,315.669,0,3008543897,14874
SH601233,桐昆股份,16.05,-0.43,8.83,0.73,11.851,1.462,29697667731,33574
SH603199,九华旅游,20.96,-0.43,-10.35,0.36,104.083,1.05,2319852800,7721
SZ000852,石化机械,4.64,-0.43,-26.81,0.21,820.376,0,3608087186,29126
SZ002301,齐心集团,13.9,-0.43,15.27,0.49,37.224,1.079,10202879376,14996
SH601518,吉林高速,2.34,-0.43,-11.36,0.12,95.445,0,3159924583,11543
SH600319,ST亚星,4.6,-0.43,-0.65,0.22,None,0,1451732400,9416
SH603860,中公高科,25.22,-0.43,-7.22,0.47,46.118,0.654,1681669600,2442
SH603687,大胜达,11.64,-0.43,-19.41,1.1,35.099,0.223,4782069720,3068
SH601991,大唐发电,2.29,-0.43,-4.11,0.04,21.367,2.838,42380367054,28158
SZ300483,沃施股份,37.48,-0.43,-3.24,0.65,57.318,0.121,5591427077,10118
SH603858,步长制药,24.85,-0.44,27.02,0.35,13.847,6.495,28368278159,36218
SH600141,兴发集团,11.4,-0.44,12.06,2.2,32.334,0.877,11757876358,21372
SZ002802,洪汇新材,29.33,-0.44,49.92,1.12,37.859,2.728,3177802845,7011
SZ002633,申科股份,9.06,-0.44,6.84,0.75,None,0,1359000000,10226
SH600458,时代新材,6.83,-0.44,-2.75,0.32,90.014,0.366,5483111378,24732
SZ300260,新莱应材,22.5,-0.44,92.18,5.34,77.868,0.729,5099850001,11709
SH603303,得邦照明,13.44,-0.44,33.31,0.51,18.214,1.696,6554894519,4453
SZ000608,阳光股份,4.52,-0.44,-8.32,0.91,None,0,3389608157,12015
SH600743,华远地产,2.19,-0.45,-7.07,0.23,6.896,5.479,5137960914,17341
SH600645,中源协和,24.24,-0.45,43.18,1.36,167.084,0,11343590134,138321
SH600118,中国卫星,33.15,-0.45,55.54,0.5,132.651,0.302,39199514825,215646
SH600039,四川路桥,4.39,-0.45,32.9,0.24,8.432,1.595,16266378989,26664
SH603978,深圳新星,20.04,-0.45,-22.11,0.47,55.257,0.312,3206400000,8129
SZ002330,得利斯,6.67,-0.45,-13.82,0.4,217.822,0,3348340000,32413
SH600819,耀皮玻璃,4.43,-0.45,-11.84,0.18,26.123,1.512,4141678186,7883
SH601985,中国核电,4.47,-0.45,-8.08,0.13,13.946,2.729,69577619194,140854
SH600517,国网英大,6.7,-0.45,-18.69,0.24,473.068,0,38313519485,22688
SZ002761,多喜爱,8.87,-0.45,-17.04,0.73,10.579,2.255,9591486669,18447
SZ300195,长荣股份,8.65,-0.46,18.49,3.46,None,0,3662300629,9744
SH601929,吉视传媒,2.18,-0.46,2.51,0.29,147.925,0.174,6782216994,22362
SH600231,凌钢股份,2.18,-0.46,-19.23,0.13,30.27,2.248,6040960380,35611
SZ000410,*ST沈机,4.36,-0.46,-35.98,0.1,None,0,7342396716,156124
SZ002155,湖南黄金,8.71,-0.46,10.82,0.71,62.497,0.344,10469763819,39871
SH601827,三峰环境,8.74,-0.46,27.78,0.99,23.401,0,14668062320,4112
SH600301,ST南化,6.45,-0.46,-6.25,0.19,199.365,0,1516705503,11000
SH600575,淮河能源,2.17,-0.46,-11.81,0.35,11.504,4.608,8433186511,16334
SH600004,白云机场,13.11,-0.46,-24.1,0.38,75.676,1.106,27128791939,83852
SH603800,道森股份,10.6,-0.47,-15.81,0.26,48.275,4.717,2204800000,19743
SZ002344,海宁皮城,4.26,-0.47,-1.87,0.44,23.63,0.446,5464493896,17332
SZ002472,双环传动,6.42,-0.47,15.7,0.82,744.576,0.717,4407872047,21494
SZ300532,今天国际,12.8,-0.47,21.12,3.37,70.514,0.469,3496645325,7256
SZ002429,兆驰股份,6.38,-0.47,83.33,0.61,18.316,0,28881881073,30940
SZ002513,*ST蓝丰,4.23,-0.47,-40.51,0.42,None,0,1438564956,9527
SZ002388,新亚制程,6.39,-0.47,-9.94,0.43,57.228,1.565,3219068574,13327
SH600085,同仁堂,26.99,-0.48,-3.29,0.39,45.972,2.816,37015982371,104357
SZ002811,郑中设计,10.45,-0.48,0.18,0.34,28.526,1.914,2821696627,3761
SH600566,济川药业,22.62,-0.48,-1.04,0.29,13.715,5.438,18433656996,169425
SZ300321,同大股份,20.7,-0.48,31.96,2.51,69.154,1.932,1838160000,6607
SZ000651,格力电器,58.32,-0.48,-9.29,0.63,20.27,3.772,350837424805,968085
SZ200596,古井贡B,86.58,-0.48,24.8,0.04,20.052,1.895,43601688000,12739
SZ000409,ST地矿,4.11,-0.48,-14.73,0.69,None,0,2099927059,13108
SZ300672,国科微,50.38,-0.49,24.14,0.5,129.568,0.199,9084402804,22069
SH600569,安阳钢铁,2.05,-0.49,-17.82,0.15,None,2.439,5888463841,28182
SZ300428,四通新材,16.37,-0.49,17.07,1.27,27.732,0.531,9467904672,9662
SH601898,中煤能源,4.05,-0.49,-16.95,0.06,12.947,3.136,53697586770,41642
SZ200152,山航B,6.05,-0.49,-33.81,0.09,None,0,2420000000,3934
SH600257,大湖股份,4.1,-0.49,-5.09,0.65,None,0,1973072471,13398
SZ000629,攀钢钒钛,2.03,-0.49,-30.48,0.21,57.26,0,17437184790,54904
SH603178,圣龙股份,10.19,-0.49,-14.73,0.75,None,0,2056767942,3263
SZ002627,宜昌交运,6.15,-0.49,4.92,1.59,169.649,0.956,3492008401,10836
SZ000607,华媒控股,4.06,-0.49,-17.81,0.14,None,0,4131855545,27273
SZ000420,吉林化纤,2.04,-0.49,-5.56,0.52,None,0,4020241578,10414
SH601886,江河集团,6.02,-0.5,-12.73,0.16,30.61,4.983,6947381000,15650
SZ002445,*ST中南,1.98,-0.5,44.53,0.24,None,0,2750993449,11375
SZ002413,雷科防务,7.97,-0.5,46.51,1.03,69.741,0,8781738658,35664
SZ300755,华致酒行,29.68,-0.5,31.66,1.47,35.468,0.539,12370576512,8189
SZ000801,四川九洲,5.96,-0.5,10.37,0.31,170.724,0,6095927610,29973
SZ000883,湖北能源,3.97,-0.5,-2.36,0.19,14.873,2.519,25834574459,43032
SZ003008,开普检测,39.45,-0.5,29.68,8.37,38.733,None,3156000000,1215
SH900940,大名城B,0.399,-0.5,4.7,0.05,8.57,1.055,987654698,3071
SZ000875,吉电股份,3.98,-0.5,26.75,0.37,22.177,0,8542329640,59284
SZ002628,成都路桥,4.01,-0.5,-14.42,0.73,51.675,0.299,3056487022,18749
SZ001696,宗申动力,7.89,-0.5,42.25,0.99,16.637,3.802,9034262399,26388
SH603908,牧高笛,25.89,-0.5,6.91,1.14,41.846,2.897,1726604100,3015
SZ300308,中际旭创,49.66,-0.5,-4.64,0.4,52.756,0.169,35415780654,39670
SH600051,宁波联合,10.01,-0.5,70.79,0.7,5.567,1.998,3111908800,8957
SH688178,万德斯,37.69,-0.5,51.3,0.89,25.391,None,3203568740,1163
SZ300579,数字认证,50.84,-0.51,31.08,1.25,125.185,0.197,9151200000,23606
SH601880,大连港,1.96,-0.51,-2.46,0.12,29.788,1.071,25273290558,45182
SH600222,太龙药业,5.82,-0.51,27.35,0.86,70.058,0,3340018167,13087
SH603993,洛阳钼业,3.92,-0.51,-9.02,0.25,41.165,1.097,84669023085,114575
SH601226,华电重工,3.9,-0.51,-7.36,0.17,146.586,0.769,4504500000,8782
SZ002792,通宇通讯,21.27,-0.51,-20.33,0.51,5486.582,0.094,7185861054,27434
SH600547,山东黄金,25.45,-0.51,9.48,0.49,59.355,0.281,110439162402,168720
SH601808,中海油服,11.68,-0.51,-38.44,0.15,17.183,1.37,55732194560,65722
SH600029,南方航空,5.9,-0.51,-17.83,0.3,None,0,90442884131,211437
SH600724,宁波富达,3.89,-0.51,9.93,0.12,15.699,6.941,5621987766,11636
SH601138,工业富联,13.59,-0.51,-24.63,0.67,14.862,1.472,270036541636,75279
SH603896,寿仙谷,39,-0.51,30.8,0.5,46.852,0.885,5597411976,9783
SH600674,川投能源,9.72,-0.51,2.16,0.05,14.093,3.498,42788842178,141235
SZ000338,潍柴动力,15.3,-0.52,-1.92,0.72,14.285,1.869,121388270594,217975
SZ002241,歌尔股份,42.34,-0.52,113.65,3.11,59.431,0.236,137397701158,275244
SZ000900,现代投资,3.85,-0.52,-8.13,0.45,11.143,4.156,5843639086,13371
SZ002273,水晶光电,13.41,-0.52,-16.51,1.41,36.77,0.746,16329200532,125800
SZ002249,大洋电机,3.82,-0.52,-1.04,0.88,None,0,9036325226,33681
SZ002682,龙洲股份,3.86,-0.52,-11.33,0.31,1014.664,1.813,2170742773,7983
SH603108,润达医疗,13.28,-0.52,33.6,0.32,31.262,0,7696212569,24322
SZ000042,中洲控股,9.34,-0.53,-13.02,0.12,8.387,1.285,6209522838,10501
SZ000959,首钢股份,3.72,-0.53,5.38,0.32,15.33,0,19676529312,84708
SZ002440,闰土股份,9.44,-0.53,-12.34,0.39,11.833,3.708,10860720000,57872
SZ002204,大连重工,3.78,-0.53,18.53,0.43,129.033,0.794,7300578721,22494
SZ002017,东信和平,11.28,-0.53,-24.16,0.49,162.571,0.266,5036363028,34284
SZ000425,徐工机械,5.6,-0.53,3.36,0.41,12.906,1.071,43868543208,114412
SZ000998,隆平高科,18.81,-0.53,27.87,0.81,None,0,24772211305,79815
SZ300862,蓝盾光电,56.3,-0.53,65.83,17.38,49.476,None,7424277059,2985
SZ002439,启明星辰,34.08,-0.53,0.9,0.56,48.713,0.073,31816533927,63930
SH600999,招商证券,22.18,-0.54,46.2,0.55,23.774,1.51,192888964557,170640
SZ002583,海能达,7.41,-0.54,-11.89,0.76,42.393,0,13631243273,59113
SZ000755,山西路桥,3.69,-0.54,-6.58,0.43,None,0,1731586451,15602
SZ000680,山推股份,3.66,-0.54,0.27,0.44,59.012,0,4541282656,26927
SZ002117,东港股份,11.07,-0.54,-7.75,0.72,33.356,3.613,6040527280,32036
SZ000828,东莞控股,9.23,-0.54,16.8,0.71,11.434,3.25,9594741836,23650
SH600386,北巴传媒,3.68,-0.54,-0.09,0.39,105.553,1.087,2967552000,10416
SZ002299,圣农发展,23.82,-0.54,5.17,0.54,9.279,6.274,29635063002,78484
SH601068,中铝国际,3.69,-0.54,-33.34,0.98,None,0.098,10918956001,7271
SH600158,中体产业,12.63,-0.55,26.45,3.84,59.726,0.256,11546652353,144073
SH600748,上实发展,5.4,-0.55,-7.48,0.36,12.47,1.852,9960639617,36235
SH601368,绿城水务,5.4,-0.55,-6.05,0.12,22.619,1.667,4768054616,19547
SZ000981,*ST银亿,1.81,-0.55,-1.63,0.29,None,0,7290661686,17729
SH688278,特宝生物,50.8,-0.55,516.88,0.94,216.713,None,20665440000,4103
SZ000061,农产品,7.24,-0.55,30.51,0.22,30.049,0.829,12286020308,32165
SZ300530,达志科技,37.8,-0.55,63.88,0.79,312.897,3.316,5988030300,3409
SZ002828,贝肯能源,9.04,-0.55,-17.53,0.94,44.75,0.671,1816927904,7726
SZ002943,宇晶股份,23.37,-0.55,-3.58,2.12,None,0.214,2337000000,4843
SZ000859,国风塑业,5.42,-0.55,-5,0.66,40.855,0.277,4007817537,17673
SZ300565,科信技术,16.12,-0.56,42.03,5.55,None,0,3352960000,6965
SZ002039,黔源电力,16.03,-0.56,12.17,0.59,13.736,2.059,4895540552,22766
SZ002485,希努尔,5.34,-0.56,-22.5,0.32,56.66,0,2904960000,7269
SH601688,华泰证券,21.16,-0.56,5.56,0.51,16.922,1.418,192061914000,306967
SZ000062,深圳华强,14.14,-0.56,0.49,0.24,25.956,1.061,14789157813,40843
SH600764,中国海防,35.82,-0.56,26.7,0.57,39.196,0.762,25454744607,16930
SZ002517,恺英网络,5.29,-0.56,105.04,0.85,None,0,11386818284,32879
SZ002118,紫鑫药业,3.58,-0.56,-42.63,0.96,None,0,4585120177,25908
SZ000788,北大医药,6.98,-0.57,4.8,1.11,94.701,0,4159992227,135527
SZ002032,苏泊尔,73.88,-0.57,-1.88,0.11,34.698,1.8,60661675577,103324
SH900922,三毛B股,0.526,-0.57,-18.22,0.1,None,0.346,105721446,561
SZ002358,森源电气,5.2,-0.57,-25.61,0.63,None,0,4834736280,18493
SH600879,航天电子,6.96,-0.57,17.31,0.73,44.086,0.862,18926128137,104945
SZ002899,英派斯,15.79,-0.57,12.95,1,37.001,0,1894800000,4503
SZ000738,航发控制,19.16,-0.57,47.02,0.88,65.33,0.209,21950507407,143988
SZ002292,奥飞娱乐,6.97,-0.57,-29.81,2.95,None,0,9459401889,83666
SZ300467,迅游科技,19.2,-0.57,-0.52,8.17,None,0,3901534022,19189
SH601555,东吴证券,10.42,-0.57,12.89,0.95,30.696,1.248,40435007021,39392
SZ002140,东华科技,6.99,-0.57,1.05,0.26,20.472,1.431,3812111416,12013
SZ002287,奇正藏药,26.17,-0.57,22.21,0.47,33.556,1.337,13875883020,21885
SH600572,康恩贝,5.21,-0.57,-15.28,0.42,None,0,13896738242,45785
SZ300634,彩讯股份,24.28,-0.57,34.78,2.05,70.739,0.247,9712242800,10442
SH600368,五洲交通,3.45,-0.58,-22.08,0.22,23.587,2.319,3883430635,17854
SZ000948,南天信息,11.99,-0.58,14.04,0.83,56.311,0.417,4570176467,24871
SH600784,鲁银投资,5.16,-0.58,-1.41,0.38,33.893,0.155,2931797685,43969
SZ000571,*ST大洲,3.4,-0.58,24.54,0.63,None,0,2767817600,23570
SH600020,中原高速,3.45,-0.58,-20.42,0.1,23.982,1.681,7753432820,33667
SH603002,宏昌电子,5.12,-0.58,21.59,0.5,30.931,1.23,3145787904,10475
SZ002491,通鼎互联,5.17,-0.58,-21.79,0.37,None,0,6464894175,27378
SH600992,贵绳股份,6.87,-0.58,0.66,0.38,57.643,0.524,1683768300,10927
SH600755,厦门国贸,6.85,-0.58,-3.48,0.33,5.402,3.32,12815482543,119562
SH900913,国新B股,0.34,-0.58,-8.36,0.04,None,0,368785655,1270
SH601001,大同煤业,5.11,-0.58,16.14,0.67,9.688,0,8552607000,33514
SH600684,珠江实业,3.39,-0.59,-9.79,0.3,20.322,0.885,2893231851,17670
SZ000611,ST天首,3.37,-0.59,-12.24,0.13,55.678,0,1138460214,8824
SZ002581,未名医药,20.15,-0.59,178.31,6.04,None,0,13293672058,76208
SH600777,新潮能源,1.68,-0.59,-20,0.49,14.148,0,11424832986,18603
SZ002004,华邦健康,5.05,-0.59,6.57,0.34,15.585,4.356,9998591915,23573
SH600605,汇通能源,11.84,-0.59,6.88,0.38,32.666,0.422,1744559969,11160
SZ000063,中兴通讯,33.43,-0.59,-5.04,0.54,27.867,0.598,154227128640,424951
SH900932,陆家B股,0.842,-0.59,-5.71,0.09,6.863,7.638,3396794244,8558
SH601718,际华集团,3.37,-0.59,4.23,0.37,269.509,0.89,14799791091,70746
SH600488,天药股份,5.04,-0.59,22.24,1.27,43.93,0.787,5548569667,9586
SZ000657,中钨高新,6.66,-0.6,-2.77,0.25,46.082,0,7021574344,14613
SH688218,江苏北人,24.68,-0.6,-9.3,1.21,84.381,None,2895951200,1126
SZ002921,联诚精密,23.2,-0.6,28.45,2.91,33.99,1.268,1893120000,5042
SZ002387,维信诺,13.3,-0.6,-16.35,0.71,None,0,18189918512,49942
SH600235,民丰特纸,5.01,-0.6,-13.53,1.2,48.639,0.1,1760013000,13329
SH600526,菲达环保,5,-0.6,-1.38,0.33,36.859,0,2737023360,29090
SZ002820,桂发祥,11.62,-0.6,-0.19,0.27,70.287,1.721,2379776000,6006
SH603010,万盛股份,19.95,-0.6,78.42,1.61,34.934,0.752,6915135314,16693
SZ000919,金陵药业,6.65,-0.6,-6.75,0.19,None,2.556,3351600000,20670
SH603378,亚士创能,55.11,-0.6,147.95,1.34,56.638,0.327,10735428000,7621
SH600780,通宝能源,3.33,-0.6,-3.22,0.12,17.93,2.402,3817853402,10298
SH603861,白云电器,8.25,-0.6,-4.23,0.15,37.592,1.364,3645011337,7597
SH600277,亿利洁能,3.31,-0.6,-25.45,0.48,22.491,3.021,9065891893,15464
SH603979,金诚信,11.66,-0.6,31.63,1.33,19.293,0.686,6802542317,None
SZ002150,通润装备,6.56,-0.61,-1.96,0.29,15.137,2.287,2338751868,5788
SH600050,中国联通,4.92,-0.61,-15.44,0.34,28.001,1.228,152596729796,267247
SZ300472,新元科技,11.46,-0.61,-15.67,3.52,49.001,0.528,2372138852,9842
SZ002793,罗欣药业,12.94,-0.61,-3.77,1.11,33.867,0.384,18811869696,11256
SH600533,栖霞建设,3.25,-0.61,-0.55,0.32,35.444,3.077,3412500000,16313
SH603126,中材节能,4.92,-0.61,2.14,1.15,35.313,1.423,3003660000,15890
SH601007,金陵饭店,8.2,-0.61,-11.54,0.34,62.156,0,2460000000,20034
SZ002313,日海智能,14.75,-0.61,-25.51,0.3,None,0,5522400000,21247
SZ002693,双成药业,4.87,-0.61,4.51,0.54,88.994,0,1972350000,16853
SZ300816,艾可蓝,75.43,-0.62,272.9,2.19,53.905,0.345,6034400000,6053
SH601330,绿色动力,9.64,-0.62,-8.37,1.18,25.006,1.037,11193968000,15126
SZ300391,康跃科技,19.29,-0.62,165.34,1.42,None,0,6757983600,11946
SZ000983,西山煤电,4.78,-0.62,3.45,1.43,12.83,1.609,19581556800,55250
SH600113,浙江东日,6.37,-0.62,-10.47,0.34,21.172,0.785,2620816489,16968
SZ200045,深纺织B,3.19,-0.62,-14.71,0.05,111.432,0,1624789589,648
SH600385,ST金泰,6.39,-0.62,-18.29,0.07,None,0,946404676,14698
SH600581,八一钢铁,3.23,-0.62,-9.27,0.74,87.334,0,4951260120,44252
SH600654,ST中安,1.61,-0.62,-15.26,0.39,27.338,0,2065663797,16108
SZ002095,生意宝,19,-0.63,-14.52,0.41,159.363,0.263,4801680000,50222
SZ002131,利欧股份,3.16,-0.63,6.56,1.67,62.255,0.19,21345181288,39023
SZ002432,九安医疗,11.03,-0.63,117.13,1.54,12.771,0,4773849309,52705
SZ200992,中鲁B,3.13,-0.63,2.29,0.07,10.25,0,832803232,1776
SH600155,华创阳安,12.52,-0.63,-10.76,0.48,89.095,0,21779249233,24403
SZ300858,科拓生物,67.34,-0.63,184.14,8.83,60.704,0,5556741379,3208
SH600612,老凤祥,45.5,-0.63,-2.61,0.47,16.884,2.527,23801858262,28934
SZ300268,佳沃股份,12.7,-0.63,-8.7,2.12,None,0,1701800000,22806
SH601010,文峰股份,3.18,-0.63,7.07,0.24,22.695,2.83,5876640000,27379
SH601699,潞安环能,6.27,-0.63,-9.96,0.45,9.563,3.812,18756135684,43735
SZ200505,京粮B,3.17,-0.63,6.02,0.08,12.765,0,2304432296,5435
SH603111,康尼机电,6.31,-0.63,19.51,0.36,8.177,0,6267568304,19595
SH600606,绿地控股,6.32,-0.63,-5.05,0.2,5.583,6.329,76902735713,89448
SZ002342,巨力索具,3.17,-0.63,1.06,0.52,162.15,0.095,3043200000,22928
SH605178,时空科技,61,-0.64,-5.15,2.7,23.181,None,4324534000,1673
SH600558,大西洋,3.09,-0.64,-4.33,0.49,32.103,0.971,2773598928,27702
SZ000918,嘉凯城,4.69,-0.64,-21.44,0.33,None,0,8461658135,23175
SH600197,伊力特,20.19,-0.64,28.67,3.84,22.427,2.169,8774903723,34916
SH600582,天地科技,3.11,-0.64,0.51,0.21,11.598,3.215,12871011454,18669
SH600787,中储股份,4.63,-0.64,-11.13,0.18,42.914,0,10185078783,110924
SH600723,首商股份,10.81,-0.64,79.37,1,68.801,1.758,7117385659,12760
SH600480,凌云股份,9.35,-0.64,70.44,1.27,None,0,7155932497,44753
SZ002136,安纳达,9.22,-0.65,21.52,0.98,45.361,0.542,1982484400,13010
SZ000902,新洋丰,12.15,-0.65,57.3,0.77,19.701,1.646,15850030874,19418
SH603681,永冠新材,18.24,-0.65,-27.76,2.91,20.919,0.822,3038630857,4254
SZ000826,启迪环境,7.7,-0.65,-16.12,0.37,56.72,0,11015456637,58183
SH600110,诺德股份,6.07,-0.65,29.7,4.3,None,0,6982394429,27512
SZ002763,汇洁股份,7.67,-0.65,-2.76,1.43,23.198,5.215,3155744800,13436
SH600111,北方稀土,10.78,-0.65,-0.55,0.51,57.728,0,39164451480,178533
SH600868,梅雁吉祥,3.04,-0.65,-11.6,0.56,128.288,0.329,5770371984,78787
